"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"The PlugPlay service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1666","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","752","ServerDC2",,"4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
","16983","0",,"4","0","0","-9223372036854775808","1665","Microsoft-Windows-Directory-Services-SAM","0d4fdc09-8c27-494a-bda0-505e4fd8adae","System","668","672","ServerDC2","S-1-5-18","4/3/2025 11:03:47 PM","8ee01269-a516-0001-ac12-e08e16a5db01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
","16977","0",,"4","0","0","-9223372036854775808","1664","Microsoft-Windows-Directory-Services-SAM","0d4fdc09-8c27-494a-bda0-505e4fd8adae","System","668","672","ServerDC2","S-1-5-18","4/3/2025 11:03:47 PM","8ee01269-a516-0001-ac12-e08e16a5db01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.","16962","0",,"4","0","0","-9223372036854775808","1663","Microsoft-Windows-Directory-Services-SAM","0d4fdc09-8c27-494a-bda0-505e4fd8adae","System","668","672","ServerDC2","S-1-5-18","4/3/2025 11:03:47 PM","8ee01269-a516-0001-ac12-e08e16a5db01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The device driver for the Trusted Platform Module (TPM) encountered a non-recoverable error in the TPM hardware, which prevents TPM services (such as data encryption) from being used. For further help, please contact the computer manufacturer.","15","0",,"2","0","0","-9223372036854775808","1662","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","360","ServerDC2","S-1-5-18","4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Guard configuration: 0x0, 0","14","0",,"4","0","0","4611686018427387904","1661","Microsoft-Windows-Wininit","206f6dea-d3c5-4d10-bc72-989f03c8b84b","System","516","520","ServerDC2","S-1-5-18","4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The device driver for the Trusted Platform Module (TPM) encountered a non-recoverable error in the TPM hardware, which prevents TPM services (such as data encryption) from being used. For further help, please contact the computer manufacturer.","15","0",,"2","0","0","-9223372036854775808","1660","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","360","ServerDC2","S-1-5-18","4/3/2025 11:03:46 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The device driver for the Trusted Platform Module (TPM) encountered a non-recoverable error in the TPM hardware, which prevents TPM services (such as data encryption) from being used. For further help, please contact the computer manufacturer.","15","0",,"2","0","0","-9223372036854775808","1659","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","360","ServerDC2","S-1-5-18","4/3/2025 11:03:46 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The device driver for the Trusted Platform Module (TPM) encountered a non-recoverable error in the TPM hardware, which prevents TPM services (such as data encryption) from being used. For further help, please contact the computer manufacturer.","15","0",,"2","0","0","-9223372036854775808","1658","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","360","ServerDC2","S-1-5-18","4/3/2025 11:03:45 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The device driver for the Trusted Platform Module (TPM) encountered a non-recoverable error in the TPM hardware, which prevents TPM services (such as data encryption) from being used. For further help, please contact the computer manufacturer.","15","0",,"2","0","0","-9223372036854775808","1657","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","360","ServerDC2","S-1-5-18","4/3/2025 11:03:45 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
